date,time-in,time-out,shift_total,lunch,daily_total,transaction
2015-07-10,08:44:00,13:28:00,04:15:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-07-10,13:28:00,16:58:00,03:30:00,00:00:00,07:45:00,29 - Credit Time Earned
2015-07-13,08:49:00,16:49:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2015-07-14,09:14:00,16:54:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2015-07-15,08:40:00,19:09:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2015-07-16,09:04:00,18:10:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-07-17,08:54:00,17:06:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-07-20,08:56:00,17:26:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-07-21,09:16:00,17:24:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-07-22,09:02:00,17:36:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-07-23,09:09:00,18:10:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-07-24,09:00:00,16:16:00,06:45:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-07-24,16:16:00,17:46:00,01:30:00,00:00:00,08:15:00,29 - Credit Time Earned
2015-07-27,09:14:00,17:31:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-07-28,09:15:00,13:41:00,04:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-07-28,13:41:00,17:45:00,04:00:00,00:00:00,08:00:00,62 - Sick Leave Taken
2015-07-29,08:53:00,18:19:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-07-30,08:52:00,18:18:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-07-31,09:00:00,15:30:00,06:30:00,00:00:00,06:30:00,50 - Credit Hours Used
2015-08-03,09:10:00,18:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-08-04,08:50:00,16:30:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2015-08-05,09:05:00,17:37:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-08-06,08:50:00,17:42:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-08-07,09:10:00,17:43:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-08-10,08:50:00,16:37:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2015-08-11,09:16:00,18:37:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-08-12,08:37:00,16:30:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2015-08-13,09:00:00,18:13:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-08-14,08:20:00,18:30:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2015-08-17,08:29:00,18:16:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-08-18,08:40:00,17:23:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-08-19,08:48:00,17:26:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-08-20,08:54:00,17:54:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-08-21,09:01:00,13:11:00,03:45:00,00:30:00,06:30:00,01 - Regular Base Pay
2015-08-21,13:11:00,15:56:00,02:45:00,00:00:00,06:30:00,29 - Credit Time Earned
2015-08-24,08:55:00,17:32:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-08-25,08:36:00,17:56:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-08-26,09:13:00,17:14:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2015-08-27,09:20:00,17:27:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2015-08-28,09:10:00,18:06:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-08-31,09:13:00,17:30:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-09-01,09:24:00,16:30:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2015-09-02,08:53:00,18:20:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-09-03,08:05:00,16:19:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-09-04,09:00:00,17:45:00,08:45:00,00:00:00,08:45:00,50 - Credit Hours Used
2015-09-07,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2015-09-08,09:05:00,17:31:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-09-09,09:13:00,17:50:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-09-10,09:08:00,17:33:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-09-11,09:01:00,18:03:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-09-14,09:15:00,19:38:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2015-09-15,08:45:00,18:00:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-09-16,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-09-17,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-09-18,09:00:00,13:45:00,04:45:00,00:00:00,04:45:00,50 - Credit Hours Used
2015-09-21,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-09-22,09:18:00,18:36:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-09-23,09:05:00,17:27:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-09-24,09:44:00,19:16:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-09-25,09:32:00,18:19:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-09-28,09:01:00,18:07:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-09-29,09:17:00,17:54:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-09-30,08:58:00,19:26:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2015-10-01,09:00:00,18:11:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-10-02,09:24:00,12:53:00,03:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-10-02,12:53:00,17:53:00,05:00:00,00:00:00,08:00:00,29 - Credit Time Earned
2015-10-05,09:14:00,18:36:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-10-06,09:00:00,17:41:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-10-07,08:35:00,18:34:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2015-10-08,08:21:00,16:09:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2015-10-09,08:58:00,17:12:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-10-12,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2015-10-13,08:47:00,17:36:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-10-14,08:49:00,17:52:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-10-15,08:59:00,17:07:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-10-16,09:56:00,16:30:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2015-10-19,08:44:00,17:15:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-10-20,08:51:00,15:33:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2015-10-21,09:00:00,17:19:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2015-10-22,09:05:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-10-23,09:30:00,19:24:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2015-10-26,09:00:00,17:32:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-10-27,08:46:00,18:20:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-10-28,09:06:00,18:33:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-10-29,08:58:00,18:31:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-10-30,09:13:00,15:17:00,05:30:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-10-30,15:17:00,18:47:00,03:30:00,00:00:00,09:00:00,29 - Credit Time Earned
2015-11-02,08:51:00,17:33:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-11-03,07:57:00,18:30:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2015-11-04,08:44:00,18:03:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-11-05,08:43:00,18:23:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-11-06,09:03:00,18:43:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-11-09,08:09:00,17:45:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-11-10,08:33:00,18:36:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2015-11-11,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2015-11-12,08:44:00,17:15:00,08:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-11-12,17:15:00,18:15:00,01:00:00,00:00:00,09:00:00,29 - Credit Time Earned
2015-11-13,08:45:00,18:30:00,09:15:00,00:30:00,09:15:00,29 - Credit Time Earned
2015-11-16,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2015-11-17,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-11-18,08:57:00,18:34:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-11-19,08:44:00,18:34:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-11-20,09:06:00,18:37:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-11-23,09:14:00,19:04:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-11-24,09:06:00,18:38:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-11-25,07:40:00,14:05:00,06:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-11-25,14:05:00,16:10:00,02:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2015-11-26,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2015-11-27,08:59:00,11:55:00,02:30:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-11-27,11:55:00,18:10:00,06:15:00,00:00:00,08:45:00,29 - Credit Time Earned
2015-11-30,08:48:00,18:16:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2015-12-01,09:14:00,19:16:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2015-12-02,09:22:00,18:30:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2015-12-03,09:21:00,13:40:00,03:45:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-12-03,13:40:00,16:07:00,02:30:00,00:00:00,09:15:00,62 - Sick Leave Taken
2015-12-03,16:07:00,19:00:00,03:00:00,00:00:00,09:15:00,01 - Regular Base Pay
2015-12-04,09:00:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-12-07,08:48:00,18:35:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-12-08,08:00:00,17:50:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-12-09,08:59:00,16:45:00,07:15:00,00:30:00,08:30:00,01 - Regular Base Pay
2015-12-09,16:45:00,18:00:00,01:15:00,00:00:00,08:30:00,29 - Credit Time Earned
2015-12-10,08:53:00,09:33:00,00:45:00,00:00:00,08:15:00,29 - Credit Time Earned
2015-12-10,09:33:00,11:20:00,01:45:00,00:00:00,08:15:00,62 - Sick Leave Taken
2015-12-10,11:20:00,17:38:00,05:45:00,00:30:00,08:15:00,29 - Credit Time Earned
2015-12-11,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2015-12-14,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2015-12-15,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-12-16,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-12-17,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-12-18,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2015-12-21,09:00:00,14:30:00,05:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2015-12-21,14:30:00,17:00:00,02:30:00,00:00:00,08:00:00,61 - Annual Leave Taken
2015-12-22,08:25:00,17:03:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-12-23,08:10:00,16:43:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-12-24,07:10:00,11:30:00,03:45:00,00:30:00,09:15:00,01 - Regular Base Pay
2015-12-24,11:30:00,13:00:00,01:30:00,00:00:00,09:15:00,29 - Credit Time Earned
2015-12-24,13:00:00,17:00:00,04:00:00,00:00:00,09:15:00,66 - Other Leave-Federal Holiday
2015-12-25,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2015-12-28,08:32:00,17:13:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-12-29,08:56:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-12-30,08:50:00,17:39:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2015-12-31,08:40:00,14:30:00,05:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2015-12-31,14:30:00,17:15:00,02:45:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-01-01,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-01-04,08:53:00,17:25:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-01-05,09:36:00,18:41:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-01-06,09:22:00,19:01:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-01-07,08:40:00,17:17:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-01-08,08:37:00,14:45:00,05:45:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-01-08,14:45:00,19:00:00,04:15:00,00:00:00,10:00:00,29 - Credit Time Earned
2016-01-11,08:55:00,15:42:00,06:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-01-11,15:42:00,17:25:00,01:45:00,00:00:00,08:00:00,62 - Sick Leave Taken
2016-01-12,08:07:00,16:38:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-01-13,09:07:00,17:10:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-01-14,08:40:00,17:41:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-01-15,08:47:00,17:45:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-01-18,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-01-19,08:55:00,18:30:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-01-20,09:05:00,17:47:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-01-21,09:17:00,17:04:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-01-22,06:54:00,08:30:00,01:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-01-22,08:30:00,09:00:00,00:30:00,00:00:00,10:00:00,01 - Regular Base Pay
2016-01-22,09:00:00,12:00:00,03:00:00,00:00:00,10:00:00,29 - Credit Time Earned
2016-01-22,12:00:00,17:30:00,05:30:00,00:00:00,10:00:00,66 - Administrative Leave - Agency Directed
2016-01-25,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-01-26,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-01-27,08:40:00,11:23:00,02:45:00,00:00:00,09:15:00,66 - Administrative Leave - Agency Directed
2016-01-27,11:23:00,18:25:00,06:30:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-01-28,08:40:00,11:01:00,02:15:00,00:00:00,09:00:00,66 - Administrative Leave - Agency Directed
2016-01-28,11:01:00,18:11:00,06:45:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-01-29,09:10:00,18:02:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-02-01,09:02:00,17:32:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-02-02,09:03:00,18:37:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-02-03,09:10:00,18:53:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-02-04,09:25:00,19:21:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-02-05,09:07:00,11:24:00,01:45:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-02-05,11:24:00,18:09:00,06:45:00,00:00:00,08:30:00,29 - Credit Time Earned
2016-02-08,08:15:00,12:09:00,04:00:00,00:00:00,08:00:00,01 - Regular Base Pay
2016-02-08,12:09:00,16:15:00,04:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-02-09,08:43:00,19:03:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-02-10,08:53:00,17:33:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-02-11,08:45:00,18:07:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-02-12,08:48:00,17:30:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-02-15,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-02-16,08:50:00,11:06:00,02:15:00,00:00:00,08:45:00,66 - Administrative Leave - Agency Directed
2016-02-16,11:06:00,18:01:00,06:30:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-02-17,09:00:00,18:30:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-02-18,09:00:00,12:45:00,03:15:00,00:30:00,10:30:00,01 - Regular Base Pay
2016-02-18,12:45:00,20:00:00,07:15:00,00:00:00,10:30:00,29 - Credit Time Earned
2016-02-19,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-02-22,09:04:00,18:16:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-02-23,08:50:00,19:06:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-02-24,09:05:00,19:07:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-02-25,09:02:00,18:15:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-02-26,09:12:00,17:45:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-02-29,09:16:00,18:48:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-03-01,08:32:00,17:34:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-03-02,09:03:00,17:43:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-03-03,08:55:00,19:00:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-03-04,09:17:00,17:15:00,07:30:00,00:30:00,07:30:00,29 - Credit Time Earned
2016-03-07,08:55:00,16:30:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-03-08,08:33:00,17:27:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-03-09,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-10,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-11,09:00:00,17:30:00,08:30:00,00:00:00,08:30:00,50 - Credit Hours Used
2016-03-14,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-03-15,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-16,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-17,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-18,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-21,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-22,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-23,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-24,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-25,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-03-28,07:55:00,16:50:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-03-29,08:37:00,17:45:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-03-30,08:54:00,18:19:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-03-31,08:35:00,17:26:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-04-01,08:34:00,14:36:00,05:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-04-01,14:36:00,16:36:00,02:00:00,00:00:00,07:30:00,29 - Credit Time Earned
2016-04-04,10:02:00,18:40:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-04-05,08:45:00,17:15:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-04-06,08:23:00,18:15:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-04-07,09:03:00,18:24:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-04-08,09:10:00,18:06:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-04-11,08:33:00,19:58:00,11:00:00,00:30:00,11:00:00,01 - Regular Base Pay
2016-04-12,08:51:00,17:24:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-04-13,09:01:00,19:56:00,10:30:00,00:30:00,10:30:00,01 - Regular Base Pay
2016-04-14,08:40:00,17:02:00,07:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-04-14,17:02:00,19:02:00,02:00:00,00:00:00,09:45:00,29 - Credit Time Earned
2016-04-15,08:55:00,17:47:00,08:15:00,00:30:00,08:15:00,29 - Credit Time Earned
2016-04-18,09:23:00,17:03:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-04-19,09:05:00,17:07:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-04-20,09:05:00,17:50:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-04-21,09:17:00,18:15:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-04-22,09:17:00,15:45:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2016-04-25,09:27:00,18:53:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-04-26,08:55:00,17:28:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-04-27,09:12:00,19:33:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-04-28,08:46:00,20:00:00,10:45:00,00:30:00,10:45:00,01 - Regular Base Pay
2016-04-29,09:15:00,14:45:00,05:00:00,00:30:00,10:15:00,01 - Regular Base Pay
2016-04-29,14:45:00,20:00:00,05:15:00,00:00:00,10:15:00,29 - Credit Time Earned
2016-05-02,08:33:00,18:21:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-05-03,08:55:00,16:42:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-05-04,08:00:00,16:33:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-05-05,09:09:00,17:00:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-05-06,09:57:00,18:51:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-05-09,09:15:00,18:17:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-05-10,09:12:00,17:14:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-05-11,09:18:00,17:33:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-05-12,09:00:00,17:51:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-05-13,09:13:00,17:34:00,07:45:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-05-13,17:34:00,18:19:00,00:45:00,00:00:00,08:30:00,29 - Credit Time Earned
2016-05-16,09:06:00,18:15:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-05-17,09:10:00,17:18:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-05-18,09:18:00,17:22:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-05-19,09:18:00,19:30:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-05-20,09:25:00,18:13:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-05-23,09:17:00,17:57:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-05-24,09:11:00,17:22:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-05-25,09:05:00,17:36:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-05-26,09:37:00,17:35:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-05-27,09:32:00,14:45:00,04:45:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-05-27,14:45:00,16:15:00,01:30:00,00:00:00,08:00:00,29 - Credit Time Earned
2016-05-27,16:15:00,18:02:00,01:45:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-05-30,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-05-31,09:17:00,17:47:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-06-01,09:21:00,15:15:00,05:30:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-06-01,15:15:00,16:45:00,01:30:00,00:00:00,07:00:00,50 - Credit Hours Used
2016-06-02,08:34:00,18:02:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-06-03,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-06-06,08:27:00,17:26:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-06-07,09:17:00,17:35:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-06-08,08:52:00,17:55:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-06-09,09:15:00,17:00:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-06-10,08:30:00,17:00:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-06-13,08:31:00,16:44:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-06-14,08:53:00,16:45:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-06-15,08:57:00,15:00:00,05:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-06-15,15:00:00,17:30:00,02:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-06-16,09:05:00,17:35:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
